# Image list with two lines of data per image:
#   IMAGE_ID QW QX QY QZ TX TY TZ CAMERA_ID NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 180, mean observations per image: 0
117 -0.5615584112 0.819761423 0.09380009659 -0.06200727384 -2.455278532 -1.134951137 -1.065905247 2 frontleft_fisheye_image/00023.jpg

118 -0.4288867964 0.7313152014 0.3758259673 0.3741510851 -0.09674780607 -1.146555262 -2.627970943 3 frontright_fisheye_image/00023.jpg

119 0.5408593737 0.6956903026 -0.3689943018 0.2955153903 -2.014788928 0.5772354868 -1.520634093 4 left_fisheye_image/00023.jpg

120 0.2881274494 0.3729760731 0.6969393433 -0.5405062198 2.006684933 -0.1403123669 1.397020993 5 right_fisheye_image/00023.jpg

121 0.5835407206 0.7597121087 0.2313155227 -0.1697376452 -1.394572982 -0.3728933352 2.034623981 1 back_fisheye_image/00024.jpg

122 -0.5573895909 0.8227259832 0.09339288817 -0.06096366824 -2.515290579 -1.330760203 -1.506896334 2 frontleft_fisheye_image/00024.jpg

123 -0.4255934731 0.7332691945 0.3734647118 0.3764446746 0.2681747113 -1.340540532 -2.878292478 3 frontright_fisheye_image/00024.jpg

124 0.5439929634 0.6934025044 -0.3703051598 0.2934939714 -2.49855749 0.5433796609 -1.34742824 4 left_fisheye_image/00024.jpg

125 0.2898903083 0.3713114211 0.6993855696 -0.5375418707 2.491008116 -0.08236711934 1.228163165 5 right_fisheye_image/00024.jpg

126 0.582924504 0.7603538582 0.2280236023 -0.1733962795 -1.380695753 -0.5131780931 2.63900816 1 back_fisheye_image/00025.jpg

127 -0.5586850763 0.821212198 0.09615725398 -0.06507913542 -2.778387567 -1.608012419 -1.970004502 2 frontleft_fisheye_image/00025.jpg

128 -0.42538375 0.7338654358 0.3765945732 0.3723797992 0.5783318398 -1.62666269 -3.332619979 3 frontright_fisheye_image/00025.jpg

129 0.5417513336 0.6954923898 -0.3713513493 0.2913657558 -3.063008767 0.5578561089 -1.328425548 4 left_fisheye_image/00025.jpg

130 0.290904387 0.3704095782 0.6980571479 -0.5393399673 3.063987723 -0.05850487389 1.208139884 5 right_fisheye_image/00025.jpg

131 0.5815900777 0.7611746115 0.2271394796 -0.1754247676 -1.371582594 -0.5550467382 2.832608189 1 back_fisheye_image/00026.jpg

132 -0.5636235803 0.8174857013 0.09697693203 -0.06812534452 -2.884563517 -1.69458651 -2.137253841 2 frontleft_fisheye_image/00026.jpg

133 -0.428876556 0.7326102774 0.3796095271 0.3677549294 0.6660383204 -1.706747743 -3.492312015 3 frontright_fisheye_image/00026.jpg

134 0.5362306687 0.6993703244 -0.37163875 0.2919288592 -3.262024991 0.5548974107 -1.341580155 4 left_fisheye_image/00026.jpg

135 0.2921609986 0.3697988941 0.6925432026 -0.5461452566 3.306630293 -0.06325622492 1.232308465 5 right_fisheye_image/00026.jpg

136 0.5829680395 0.7604018564 0.2253042165 -0.176565262 -1.418808064 -0.6423004777 3.203078955 1 back_fisheye_image/00027.jpg

137 -0.5600016512 0.8200137294 0.09690070156 -0.06771918678 -3.087754576 -1.862895473 -2.402386941 2 frontleft_fisheye_image/00027.jpg

138 -0.4258830784 0.7345614682 0.3778461148 0.3691549357 0.8098265658 -1.875791236 -3.791628053 3 frontright_fisheye_image/00027.jpg

139 0.539938981 0.6963407254 -0.3725347533 0.2911929747 -3.675150011 0.5678004811 -1.375150651 4 left_fisheye_image/00027.jpg

140 0.2926152702 0.3696601162 0.6961964701 -0.5413300076 3.666677953 -0.06142515162 1.2636697 5 right_fisheye_image/00027.jpg

141 0.5836482738 0.7598558138 0.2296498179 -0.1709818587 -1.373147974 -0.7334459842 3.446261745 1 back_fisheye_image/00028.jpg

142 -0.5593266044 0.820623474 0.09673341808 -0.06613251399 -3.148108211 -1.961292779 -2.606091722 2 frontleft_fisheye_image/00028.jpg

143 -0.4258640512 0.7335627084 0.3784553236 0.3705362746 0.9743135733 -1.974870764 -3.940187785 3 frontright_fisheye_image/00028.jpg

144 0.5398871568 0.6972655015 -0.3714511311 0.2904595248 -3.865701216 0.5586793714 -1.315210863 4 left_fisheye_image/00028.jpg

145 0.2924884429 0.3691505667 0.6953754224 -0.5427995871 3.853781261 -0.04026412055 1.214169523 5 right_fisheye_image/00028.jpg

146 0.5855089247 0.7584628697 0.2296757181 -0.1707701346 -1.425746899 -0.6611153279 3.24644958 1 back_fisheye_image/00029.jpg

147 -0.5580403557 0.8216068681 0.09609494021 -0.06571817194 -3.084300871 -1.870151935 -2.392903426 2 frontleft_fisheye_image/00029.jpg

148 -0.4269078109 0.7335387246 0.3771293448 0.3707345651 0.8016335335 -1.863974089 -3.782019856 3 frontright_fisheye_image/00029.jpg

149 0.5396330994 0.6966671351 -0.3716346801 0.292127858 -3.612625536 0.5692503431 -1.37738639 4 left_fisheye_image/00029.jpg

150 0.2907760465 0.3703993651 0.695286684 -0.5429825303 3.586317209 -0.07082795012 1.262137275 5 right_fisheye_image/00029.jpg

151 0.5831571253 0.7604152131 0.2260692055 -0.1748976421 -1.466913866 -0.5902272181 3.003961752 1 back_fisheye_image/00030.jpg

152 -0.5605039267 0.8196366481 0.09693983988 -0.06807187918 -3.003759845 -1.756173214 -2.171119274 2 frontleft_fisheye_image/00030.jpg

153 -0.426278942 0.7344191351 0.3779578106 0.3688667659 0.6445726605 -1.77109403 -3.617927124 3 frontright_fisheye_image/00030.jpg

154 0.5387047064 0.6972169903 -0.3730748706 0.2906902968 -3.369734306 0.5923981651 -1.419162391 4 left_fisheye_image/00030.jpg

