# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 55, mean observations per image: 0
51 0.4455579014 0.5876864987 0.5387925583 -0.4071919878 0.05462215134 -0.1080758726 1.248248753 1 back_fisheye_image/00010.jpg

52 -0.5132029639 0.1774795725 0.8023329599 -0.2477610557 0.9953117862 -0.8585738365 -1.534889365 2 frontleft_fisheye_image/00010.jpg

53 -0.5290395453 -0.1193465507 0.814338289 0.2067044059 0.9967299226 1.044200376 -1.417804813 3 frontright_fisheye_image/00010.jpg

54 0.6089997561 0.7921095619 -0.02708879197 0.0307885741 -1.526110093 0.2410024033 0.03179307248 4 left_fisheye_image/00010.jpg

55 -0.6177791017 0.785333883 -0.0319241815 -0.02409399116 -1.492904385 -0.2973330852 -0.1126768547 5 right_fisheye_image/00010.jpg

