# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
#
11 0.600247195 0.780347025 -0.135529187 0.111326839 -1.254321658 0.484435323 -0.748483717 11 left_depth_in_visual_frame/00001.png

12 0.600247195 0.780347025 -0.135529187 0.111326839 -1.254321658 0.484435323 -0.748483717 12 left_fisheye_image/00001.jpg

13 -0.606671837 0.775757924 -0.138192455 -0.105127401 -1.166044004 -0.126874805 0.675472923 13 right_depth/00001.png

14 -0.608961910 0.773924234 -0.136759224 -0.107254780 -1.242711074 -0.136530120 0.673898600 14 right_depth_in_visual_frame/00001.png

15 -0.608961910 0.773924234 -0.136759224 -0.107254780 -1.242711074 -0.136530120 0.673898600 15 right_fisheye_image/00001.jpg

16 0.496066742 0.655229123 0.451453346 -0.347537711 -0.779907826 0.015480231 0.951300818 1 back_depth_in_visual_frame/00002.png

17 0.495188227 0.652875658 0.454429697 -0.349336006 -0.694036855 0.013678376 0.958574677 2 back_depth/00002.png

18 0.496066742 0.655229123 0.451453346 -0.347537711 -0.779907826 0.015480231 0.951300818 3 back_fisheye_image/00002.jpg

19 -0.472486765 0.283817273 0.771591238 -0.317570422 0.984264385 -1.424954239 -0.853820244 4 frontleft_depth/00002.png

20 -0.471814766 0.283240183 0.772885837 -0.315932441 0.909596169 -1.421631080 -0.858483098 5 frontleft_depth_in_visual_frame/00002.png

21 -0.471848232 0.283306087 0.772848901 -0.315913729 0.909574590 -1.421226767 -0.858812087 6 frontleft_fisheye_image/00002.jpg

22 -0.550740560 -0.008372594 0.824358708 0.130565907 0.987240313 0.186983489 -1.615032116 7 frontright_depth/00002.png

23 -0.548913500 -0.007199760 0.825099240 0.133616531 0.916289824 0.187172930 -1.613874411 8 frontright_depth_in_visual_frame/00002.png

24 -0.548913500 -0.007199760 0.825099240 0.133616531 0.916289824 0.187172930 -1.613874411 9 frontright_fisheye_image/00002.jpg

25 0.602723586 0.779190233 -0.134782590 0.106866805 -1.179329436 0.487479192 -0.739116079 10 left_depth/00002.png

26 0.600255227 0.780320311 -0.135980851 0.110919264 -1.252982200 0.485596696 -0.748551037 11 left_depth_in_visual_frame/00002.png

27 0.600255227 0.780320311 -0.135980851 0.110919264 -1.252982200 0.485596696 -0.748551037 12 left_fisheye_image/00002.jpg

28 -0.606642305 0.775758264 -0.137908961 -0.105666204 -1.164698516 -0.127850808 0.676093754 13 right_depth/00002.png

29 -0.608931538 0.773923777 -0.136473915 -0.107792578 -1.241361052 -0.137505091 0.674511155 14 right_depth_in_visual_frame/00002.png

30 -0.608931538 0.773923777 -0.136473915 -0.107792578 -1.241361052 -0.137505091 0.674511155 15 right_fisheye_image/00002.jpg

1 0.496112123 0.655395623 0.451493434 -0.347106638 -0.780456453 0.015049544 0.951305393 1 back_depth_in_visual_frame/00001.png

2 0.495232733 0.653043735 0.454470421 -0.348905514 -0.694583862 0.013245705 0.958583810 2 back_depth/00001.png

3 0.496112123 0.655395623 0.451493434 -0.347106638 -0.780456453 0.015049544 0.951305393 3 back_fisheye_image/00001.jpg

4 -0.472615891 0.284213539 0.771401549 -0.317484698 0.983994800 -1.425594416 -0.853767683 4 frontleft_depth/00001.png

5 -0.471944877 0.283636148 0.772696280 -0.315846524 0.909326763 -1.422271572 -0.858433549 5 frontleft_depth_in_visual_frame/00001.png

6 -0.471944877 0.283636148 0.772696280 -0.315846524 0.909326763 -1.422271572 -0.858433549 6 frontleft_fisheye_image/00001.jpg

7 -0.550991874 -0.008143940 0.824197002 0.130540925 0.986975827 0.186145617 -1.615792289 7 frontright_depth/00001.png

8 -0.549165574 -0.006971981 0.824937355 0.133592383 0.916023149 0.186339318 -1.614638494 8 frontright_depth_in_visual_frame/00001.png

9 -0.549165574 -0.006971981 0.824937355 0.133592383 0.916023149 0.186339318 -1.614638494 9 frontright_fisheye_image/00001.jpg

10 0.602832196 0.779055055 -0.134817614 0.107195030 -1.179394747 0.487414464 -0.740294112 10 left_depth/00001.png

11 0.600363356 0.780184098 -0.136017297 0.111247064 -1.253037627 0.485536888 -0.749729836 11 left_depth_in_visual_frame/00001.png

12 0.600363356 0.780184098 -0.136017297 0.111247064 -1.253037627 0.485536888 -0.749729836 12 left_fisheye_image/00001.jpg

13 -0.606483342 0.775830710 -0.138236073 -0.105619379 -1.164763447 -0.127236166 0.677095784 13 right_depth/00001.png

14 -0.608772692 0.773997407 -0.136800938 -0.107746587 -1.241426996 -0.136897393 0.675517347 14 right_depth_in_visual_frame/00001.png

